,State,County,Abbreviation
944,Virginia,Henrico,VA
945,Virginia,Hopewell City,VA
946,Virginia,King William,VA
947,Virginia,Loudoun,VA
948,Virginia,Lynchburg City,VA
949,Virginia,Madison,VA
950,Virginia,Norfolk City,VA
951,Virginia,Page,VA
952,Virginia,Prince Edward,VA
953,Virginia,Prince William,VA
954,Virginia,Richmond City,VA
955,Virginia,Roanoke,VA
956,Virginia,Rockbridge,VA
957,Virginia,Rockingham,VA
958,Virginia,Salem City,VA
959,Virginia,Stafford,VA
960,Virginia,Suffolk City,VA
961,Virginia,Virginia Beach City,VA
962,Virginia,Winchester City,VA
963,Virginia,Wythe,VA
964,Washington,Adams,WA
965,Washington,Asotin,WA
966,Washington,Benton,WA
967,Washington,Chelan,WA
968,Washington,Clallam,WA
969,Washington,Clark,WA
970,Washington,Columbia,WA
971,Washington,Cowlitz,WA
972,Washington,Franklin,WA
973,Washington,Grant,WA
974,Washington,Grays Harbor,WA
975,Washington,Jefferson,WA
976,Washington,King,WA
977,Washington,Kitsap,WA
978,Washington,Kittitas,WA
979,Washington,Klickitat,WA
980,Washington,Lewis,WA
981,Washington,Mason,WA
982,Washington,Okanogan,WA
983,Washington,Pierce,WA
984,Washington,Skagit,WA
985,Washington,Snohomish,WA
986,Washington,Spokane,WA
987,Washington,Stevens,WA
988,Washington,Thurston,WA
989,Washington,Walla Walla,WA
990,Washington,Whatcom,WA
991,Washington,Whitman,WA
992,Washington,Yakima,WA
993,West Virginia,Berkeley,WV
994,West Virginia,Brooke,WV
995,West Virginia,Cabell,WV
996,West Virginia,Gilmer,WV
997,West Virginia,Greenbrier,WV
998,West Virginia,Hancock,WV
999,West Virginia,Harrison,WV
1000,West Virginia,Kanawha,WV
1001,West Virginia,Marion,WV
1002,West Virginia,Marshall,WV
1003,West Virginia,Monongalia,WV
1004,West Virginia,Ohio,WV
1005,West Virginia,Raleigh,WV
1006,West Virginia,Tucker,WV
1007,West Virginia,Wood,WV
1008,Wisconsin,Ashland,WI
1009,Wisconsin,Brown,WI
1010,Wisconsin,Columbia,WI
1011,Wisconsin,Dane,WI
1012,Wisconsin,Dodge,WI
1013,Wisconsin,Door,WI
1014,Wisconsin,Eau Claire,WI
1015,Wisconsin,Fond du Lac,WI
1016,Wisconsin,Forest,WI
1017,Wisconsin,Grant,WI
1018,Wisconsin,Jefferson,WI
1019,Wisconsin,Kenosha,WI
1020,Wisconsin,Kewaunee,WI
1021,Wisconsin,La Crosse,WI
1022,Wisconsin,Manitowoc,WI
1023,Wisconsin,Marathon,WI
1024,Wisconsin,Milwaukee,WI
1025,Wisconsin,Oneida,WI
1026,Wisconsin,Outagamie,WI
1027,Wisconsin,Ozaukee,WI
1028,Wisconsin,Rock,WI
1029,Wisconsin,Sauk,WI
1030,Wisconsin,Sheboygan,WI
1031,Wisconsin,Taylor,WI
1032,Wisconsin,Vilas,WI
1033,Wisconsin,Walworth,WI
1034,Wisconsin,Waukesha,WI
1035,Wyoming,Albany,WY
1036,Wyoming,Big Horn,WY
1037,Wyoming,Campbell,WY
1038,Wyoming,Carbon,WY
1039,Wyoming,Converse,WY
1040,Wyoming,Fremont,WY
1041,Wyoming,Goshen,WY
1042,Wyoming,Johnson,WY
1043,Wyoming,Laramie,WY
1044,Wyoming,Lincoln,WY
1045,Wyoming,Natrona,WY
1046,Wyoming,Park,WY
1047,Wyoming,Platte,WY
1048,Wyoming,Sheridan,WY
1049,Wyoming,Sublette,WY
1050,Wyoming,Sweetwater,WY
1051,Wyoming,Teton,WY
1052,Wyoming,Uinta,WY
1053,Wyoming,Weston,WY
1054,Colorado,Grand,CO
1055,Idaho,Blaine,ID
1056,Idaho,Boise,ID
1057,Idaho,Bonneville,ID
1058,Idaho,Idaho,ID
1059,Idaho,Jerome,ID
1060,Idaho,Kootenai,ID
1061,Idaho,Latah,ID
1062,Idaho,Nez Perce,ID
1063,Idaho,Twin Falls,ID
1064,Idaho,Valley,ID
1065,Louisiana,St. Martin,LA
1066,Maine,Franklin,ME
1067,Mississippi,Grenada,MS
1068,Missouri,Franklin,MO
1069,North Dakota,Stutsman,ND
1070,Oklahoma,Cotton,OK
1071,Oklahoma,Custer,OK
1072,Oklahoma,Johnston,OK
1073,South Dakota,Hughes,
1074,Wisconsin,Racine,WI
1075,Colorado,Montrose,CO
1076,Illinois,Monroe,IL
1077,North Carolina,Brunswick,NC
1078,Oklahoma,Carter,OK
1079,Oklahoma,Grady,OK
1080,Oklahoma,Osage,OK
1081,Oklahoma,Washington,OK
1082,Puerto Rico,Caguas,
1083,South Carolina,Horry,SC
1084,Texas,Howard,TX
1085,Texas,Hutchinson,TX
1086,Texas,Milam,TX
1087,Texas,Robertson,TX
1088,Texas,Titus,TX
1089,Country Of Mexico,SONORA,
1090,Indiana,Sullivan,IN
1091,Maryland,Allegany,MD
1092,Missouri,New Madrid,MO
1093,New York,Seneca,NY
1094,New York,St. Lawrence,NY
1095,North Dakota,Ward,ND
1096,Ohio,Gallia,OH
1097,Oklahoma,Choctaw,OK
1098,Oklahoma,Garfield,OK
1099,Texas,Freestone,TX
1100,Texas,Rusk,TX
1101,Virginia,Botetourt,VA
1102,Virginia,Covington City,VA
1103,Washington,Garfield,WA
1104,West Virginia,Mason,WV
1105,West Virginia,Mineral,WV
1106,Minnesota,Cass,MN
1107,Ohio,Harrison,OH
1108,Oklahoma,Nowata,OK
1109,Utah,Iron,UT
